UNIDADE;CIDADE;UF;Mês/Ano;Qtde Cereais (kg);Valor Cereais (R$);Qtde Hortigranjeiros (kg);Valor Hortigranjeiros (R$);Qtde Produtos Diversos (kg);Valor Produtos Diversos (R$);Soma (kg);Soma (R$)
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2011;0;0,00;7.158.964;9.209.707,53;0;0,00;7.158.964;9.209.707,53
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2010;0;0,00;5.894.528;7.992.522,33;0;0,00;5.894.528;7.992.522,33
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2011;0;0,00;6.866.000;9.249.109,14;0;0,00;6.866.000;9.249.109,14
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2010;0;0,00;6.157.480;88.299.871,72;0;0,00;6.157.480;88.299.871,72
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2011;0;0,00;7.708.483;10.610.500,87;0;0,00;7.708.483;10.610.500,87
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2010;0;0,00;6.620.824;9.495.527,69;0;0,00;6.620.824;9.495.527,69
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2011;0;0,00;7.146.222;9.395.852,57;0;0,00;7.146.222;9.395.852,57
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2010;0;0,00;6.039.184;7.954.667,29;0;0,00;6.039.184;7.954.667,29
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;12/2010;0;0,00;8.966.614;10.450.278,54;0;0,00;8.966.614;10.450.278,54
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;01/2012;0;0,00;6.761.702;8.096.870,70;0;0,00;6.761.702;8.096.870,70
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;01/2013;0;0,00;8.996.003;14.165.725,18;0;0,00;8.996.003;14.165.725,18
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;12/2011;0;0,00;8.422.528;9.619.940,92;0;0,00;8.422.528;9.619.940,92
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;11/2012;0;0,00;9.937.553;13.383.298,73;0;0,00;9.937.553;13.383.298,73
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;11/2011;0;0,00;7.896.603;9.334.452,14;0;0,00;7.896.603;9.334.452,14
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;10/2012;0;0,00;10.634.245;15.230.769,26;0;0,00;10.634.245;15.230.769,26
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;10/2011;0;0,00;7.392.180;9.171.465,18;0;0,00;7.392.180;9.171.465,18
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;09/2012;0;0,00;8.498.249;13.029.142,07;0;0,00;8.498.249;13.029.142,07
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;09/2011;0;0,00;7.076.740;8.954.482,76;0;0,00;7.076.740;8.954.482,76
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;08/2012;0;0,00;10.153.654;14.676.995,07;0;0,00;10.153.654;14.676.995,07
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;08/2011;0;0,00;7.580.834;9.531.457,62;0;0,00;7.580.834;9.531.457,62
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;07/2012;0;0,00;8.612.928;12.093.212,72;0;0,00;8.612.928;12.093.212,72
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;07/2011;0;0,00;7.014.608;8.703.867,71;0;0,00;7.014.608;8.703.867,71
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;06/2012;0;0,00;8.424.770;10.896.564,00;0;0,00;8.424.770;10.896.564,00
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;06/2011;0;0,00;6.411.325;8.387.101,35;0;0,00;6.411.325;8.387.101,35
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2012;0;0,00;7.429.081;9.349.171,47;0;0,00;7.429.081;9.349.171,47
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2012;0;0,00;7.748.077;9.141.625,83;0;0,00;7.748.077;9.141.625,83
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2012;0;0,00;7.225.963;8.463.507,00;0;0,00;7.225.963;8.463.507,00
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2012;0;0,00;7.581.795;8.672.395,06;0;0,00;7.581.795;8.672.395,06
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;12/2012;0;0,00;9.143.434;12.263.291,52;0;0,00;9.143.434;12.263.291,52
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;01/2014;0;0,00;9.472.664;14.002.220,50;0;0,00;9.472.664;14.002.220,50
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2013;0;0,00;9.144.229;14.368.773,38;0;0,00;9.144.229;14.368.773,38
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;11/2013;0;0,00;8.048.600;11.170.731,95;0;0,00;8.048.600;11.170.731,95
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;10/2013;0;0,00;8.391.376;13.454.098,59;0;0,00;8.391.376;13.454.098,59
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;09/2014;0;0,00;8.910.455;11.922.621,38;0;0,00;8.910.455;11.922.621,38
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;09/2013;0;0,00;9.967.057;14.772.699,50;0;0,00;9.967.057;14.772.699,50
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;08/2014;0;0,00;8.076.344;10.764.377,67;0;0,00;8.076.344;10.764.377,67
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;08/2013;0;0,00;7.562.930;11.004.503,53;0;0,00;7.562.930;11.004.503,53
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;07/2014;0;0,00;9.017.009;16.939.608,97;0;0,00;9.017.009;16.939.608,97
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;07/2013;0;0,00;9.011.099;15.556.340,70;0;0,00;9.011.099;15.556.340,70
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;06/2014;0;0,00;8.299.588;13.439.736,91;0;0,00;8.299.588;13.439.736,91
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;06/2013;0;0,00;8.846.076;15.900.897,81;0;0,00;8.846.076;15.900.897,81
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2014;0;0,00;8.153.536;14.733.539,87;0;0,00;8.153.536;14.733.539,87
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2013;0;0,00;10.108.260;18.153.514,18;0;0,00;10.108.260;18.153.514,18
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2014;0;0,00;8.269.505;15.234.591,12;0;0,00;8.269.505;15.234.591,12
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2013;0;0,00;9.035.184;17.018.303,94;0;0,00;9.035.184;17.018.303,94
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2014;0;0,00;8.833.227;15.884.642,53;0;0,00;8.833.227;15.884.642,53
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2013;0;0,00;9.862.606;17.823.327,94;0;0,00;9.862.606;17.823.327,94
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2014;0;0,00;8.878.135;14.550.557,66;0;0,00;8.878.135;14.550.557,66
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;12/2013;0;0,00;10.658.743;18.432.884,22;0;0,00;10.658.743;18.432.884,22
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;01/2015;0;0,00;8.492.972;13.961.684,33;0;0,00;8.492.972;13.961.684,33
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;01/2016;0;0,00;8.600.085;16.046.659,53;0;0,00;8.600.085;16.046.659,53
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;12/2014;0;0,00;10.795.204;15.169.637,92;0;0,00;10.795.204;15.169.637,92
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;11/2015;0;0,00;9.146.509;17.055.128,33;0;0,00;9.146.509;17.055.128,33
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;11/2014;0;0,00;9.232.220;13.331.801,36;0;0,00;9.232.220;13.331.801,36
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;10/2015;0;0,00;9.175.397;14.666.731,63;0;0,00;9.175.397;14.666.731,63
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;10/2014;0;0,00;9.542.239;12.861.837,13;0;0,00;9.542.239;12.861.837,13
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;09/2015;0;0,00;8.006.913;12.722.509,58;0;0,00;8.006.913;12.722.509,58
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;08/2015;0;0,00;8.443.963;13.376.068,68;0;0,00;8.443.963;13.376.068,68
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;07/2015;0;0,00;8.804.367;14.368.543,72;0;0,00;8.804.367;14.368.543,72
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;06/2015;0;0,00;9.310.606;15.037.046,33;0;0,00;9.310.606;15.037.046,33
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2016;0;0,00;10.139.097;26.042.565,75;0;0,00;10.139.097;26.042.565,75
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2015;0;0,00;9.438.430;15.267.966,33;0;0,00;9.438.430;15.267.966,33
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2016;0;0,00;10.344.469;24.188.018,59;0;0,00;10.344.469;24.188.018,59
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2015;0;0,00;8.185.819;13.584.661,33;0;0,00;8.185.819;13.584.661,33
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2016;0;0,00;9.250.120;21.082.537,50;0;0,00;9.250.120;21.082.537,50
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2015;0;0,00;8.760.658;14.388.666,08;0;0,00;8.760.658;14.388.666,08
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2016;0;0,00;8.730.131;19.851.169,10;0;0,00;8.730.131;19.851.169,10
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2015;0;0,00;8.061.792;13.296.076,33;0;0,00;8.061.792;13.296.076,33
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;12/2015;0;0,00;9.353.524;17.475.212,39;0;0,00;9.353.524;17.475.212,39
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;01/2017;0;0,00;9.618.126;17.850.377,25;0;0,00;9.618.126;17.850.377,25
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;01/2018;0;0,00;7.930.210;15.054.320,50;0;0,00;7.930.210;15.054.320,50
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;12/2016;0;0,00;7.673.818;16.140.858,50;0;0,00;7.673.818;16.140.858,50
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;11/2017;0;0,00;10.387.629;19.162.764,70;0;0,00;10.387.629;19.162.764,70
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;11/2016;0;0,00;8.330.101;17.182.922,00;0;0,00;8.330.101;17.182.922,00
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;10/2017;0;0,00;11.055.444;20.456.556,20;0;0,00;11.055.444;20.456.556,20
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;10/2016;0;0,00;8.402.709;17.643.142,93;0;0,00;8.402.709;17.643.142,93
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;09/2017;0;0,00;10.749.026;19.967.794,50;0;0,00;10.749.026;19.967.794,50
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;09/2016;0;0,00;11.246.618;22.400.037,00;0;0,00;11.246.618;22.400.037,00
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;08/2017;0;0,00;11.104.408;20.545.108,50;0;0,00;11.104.408;20.545.108,50
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;08/2016;0;0,00;10.826.624;23.950.128,75;0;0,00;10.826.624;23.950.128,75
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;07/2017;0;0,00;10.832.186;19.993.723,50;0;0,00;10.832.186;19.993.723,50
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;07/2016;0;0,00;11.411.553;24.036.799,86;0;0,00;11.411.553;24.036.799,86
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;06/2017;0;0,00;11.171.204;20.953.482,75;0;0,00;11.171.204;20.953.482,75
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;06/2016;0;0,00;9.091.972;21.371.992,50;0;0,00;9.091.972;21.371.992,50
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2017;0;0,00;11.552.400;21.751.664,75;0;0,00;11.552.400;21.751.664,75
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2017;0;0,00;8.889.376;16.530.144,25;0;0,00;8.889.376;16.530.144,25
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2017;0;0,00;10.704.648;19.780.652,25;0;0,00;10.704.648;19.780.652,25
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2017;0;0,00;9.363.162;17.342.559,15;0;0,00;9.363.162;17.342.559,15
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;12/2017;0;0,00;8.681.794;16.277.163,00;0;0,00;8.681.794;16.277.163,00
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;01/2019;0;0,00;7.722.005;15.424.647,00;0;0,00;7.722.005;15.424.647,00
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2018;0;0,00;7.303.752;13.822.923,50;0;0,00;7.303.752;13.822.923,50
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;11/2018;0;0,00;8.557.265;16.884.161,62;0;0,00;8.557.265;16.884.161,62
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;10/2018;0;0,00;7.361.185;11.523.237,61;0;0,00;7.361.185;11.523.237,61
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;09/2019;0;0,00;9.223.866;22.331.666,40;0;0,00;9.223.866;22.331.666,40
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;09/2018;0;0,00;8.154.548;14.966.137,78;0;0,00;8.154.548;14.966.137,78
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;08/2019;0;0,00;9.409.613;23.264.405,62;0;0,00;9.409.613;23.264.405,62
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;08/2018;0;0,00;7.923.042;14.007.541,24;0;0,00;7.923.042;14.007.541,24
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;07/2019;0;0,00;9.710.608;26.602.781,40;0;0,00;9.710.608;26.602.781,40
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;07/2018;0;0,00;8.667.099;14.836.634,05;0;0,00;8.667.099;14.836.634,05
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;06/2019;0;0,00;10.247.583;24.670.640,55;0;0,00;10.247.583;24.670.640,55
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;06/2018;0;0,00;8.399.627;16.975.672,82;0;0,00;8.399.627;16.975.672,82
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2019;0;0,00;9.774.747;23.177.518,66;0;0,00;9.774.747;23.177.518,66
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2018;0;0,00;6.151.278;12.484.878,48;0;0,00;6.151.278;12.484.878,48
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2019;0;0,00;9.381.625;24.253.208,83;0;0,00;9.381.625;24.253.208,83
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2018;0;0,00;7.780.445;15.350.940,78;0;0,00;7.780.445;15.350.940,78
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2019;0;0,00;7.958.458;21.118.368,82;0;0,00;7.958.458;21.118.368,82
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2018;0;0,00;7.792.356;15.248.295,00;0;0,00;7.792.356;15.248.295,00
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2019;0;0,00;8.049.139;20.829.932,86;0;0,00;8.049.139;20.829.932,86
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;12/2018;0;0,00;9.403.652;17.719.156,49;0;0,00;9.403.652;17.719.156,49
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;01/2020;0;0,00;7.418.932;17.183.879,80;0;0,00;7.418.932;17.183.879,80
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;01/2021;0;0,00;6.732.057;19.528.655,87;0;0,00;6.732.057;19.528.655,87
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;12/2019;0;0,00;8.949.522;19.960.737,39;0;0,00;8.949.522;19.960.737,39
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;11/2020;0;0,00;7.634.655;19.369.219,52;0;0,00;7.634.655;19.369.219,52
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;11/2019;0;0,00;9.365.863;21.329.503,50;0;0,00;9.365.863;21.329.503,50
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;10/2020;0;0,00;7.152.544;18.482.854,28;0;0,00;7.152.544;18.482.854,28
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;10/2019;0;0,00;8.055.519;20.364.436,30;0;0,00;8.055.519;20.364.436,30
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;09/2020;0;0,00;6.727.172;17.383.280,73;0;0,00;6.727.172;17.383.280,73
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;08/2020;0;0,00;6.884.770;16.966.666,07;0;0,00;6.884.770;16.966.666,07
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;07/2020;0;0,00;7.505.983;18.053.384,90;0;0,00;7.505.983;18.053.384,90
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;06/2020;0;0,00;6.189.420;16.296.700,00;0;0,00;6.189.420;16.296.700,00
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2021;0;0,00;5.793.665;16.222.721,70;0;0,00;5.793.665;16.222.721,70
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;05/2020;0;0,00;7.941.098;22.082.335,46;0;0,00;7.941.098;22.082.335,46
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2021;0;0,00;6.480.647;18.577.466,53;0;0,00;6.480.647;18.577.466,53
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;04/2020;0;0,00;7.318.787;19.840.929,98;0;0,00;7.318.787;19.840.929,98
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2021;0;0,00;5.613.055;15.875.664,52;0;0,00;5.613.055;15.875.664,52
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;03/2020;0;0,00;7.495.448;18.189.065,40;0;0,00;7.495.448;18.189.065,40
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2021;0;0,00;7.311.590;19.683.372,09;0;0,00;7.311.590;19.683.372,09
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;02/2020;0;0,00;7.560.848;17.814.114,60;0;0,00;7.560.848;17.814.114,60
CEAGESP-SãoJosédosCampos;SãoJosédosCampos;SP;12/2020;0;0,00;6.661.697;18.606.495,25;0;0,00;6.661.697;18.606.495,25
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2009;0.0;0,00;6.264.744;84.369,60;0.0;0,00;6.264.744;84.369,60
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2010;0.0;0,00;6.389.756;9.255.483,96;0.0;0,00;6.389.756;9.255.483,96
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;12/2009;0.0;0,00;7.601.073;11.377.769,00;0.0;0,00;7.601.073;11.377.769,00
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;11/2009;0.0;0,00;7.443.010;10.770.728,10;0.0;0,00;7.443.010;10.770.728,10
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;10/2009;0.0;0,00;6.692.139;9.458.688,84;0.0;0,00;6.692.139;9.458.688,84
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;09/2009;0.0;0,00;7.202.984;9.851.094,67;0.0;0,00;7.202.984;9.851.094,67
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2021;0.0;0,00;6.427.243;17.961.485,27;0.0;0,00;6.427.243;17.961.485,27
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2009;0.0;0,00;6.636.854;8.958.761,00;0.0;0,00;6.636.854;8.958.761,00
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2021;0.0;0,00;6.708.385;18.383.631,61;0.0;0,00;6.708.385;18.383.631,61
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2009;0.0;0,00;6.571.089;8.153.110,96;0.0;0,00;6.571.089;8.153.110,96
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2021;0.0;0,00;5.660.479;15.311.280,09;0.0;0,00;5.660.479;15.311.280,09
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2009;0.0;0,00;6.271.100;8.253.951,00;0.0;0,00;6.271.100;8.253.951,00
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;05/2009;0.0;0,00;6.062.785;8.204.848,75;0.0;0,00;6.062.785;8.204.848,75
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;04/2010;0.0;0,00;7.034.353;11.037.839,42;0.0;0,00;7.034.353;11.037.839,42
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2010;0.0;0,00;7.640.924;12.189.562,75;0.0;0,00;7.640.924;12.189.562,75
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2009;0.0;0,00;6.538.274;9.161.589,71;0.0;0,00;6.538.274;9.161.589,71
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2010;0.0;0,00;6.720.983;10.024.462,00;0.0;0,00;6.720.983;10.024.462,00
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2009;0.0;0,00;6.020.769;7.729.247,17;0.0;0,00;6.020.769;7.729.247,17
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2011;0;0,00;7.239.716;9.592.549,55;0;0,00;7.239.716;9.592.549,55
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2011;0;0,00;6.460.943;8.467.086,02;0;0,00;6.460.943;8.467.086,02
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;12/2010;0;0,00;10.160.120;18.160.404,22;0;0,00;10.160.120;18.160.404,22
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;11/2011;0;0,00;4.980.760;7.230.785,48;0;0,00;4.980.760;7.230.785,48
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;11/2010;0;0,00;8.601.588;11.187.123,68;0;0,00;8.601.588;11.187.123,68
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;10/2011;0;0,00;6.492.365;9.457.368,04;0;0,00;6.492.365;9.457.368,04
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;10/2010;0;0,00;7.492.343;9.438.622,70;0;0,00;7.492.343;9.438.622,70
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;09/2011;0;0,00;5.911.357;8.389.810,20;0;0,00;5.911.357;8.389.810,20
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;09/2010;0;0,00;7.008.823;9.098.501,90;0;0,00;7.008.823;9.098.501,90
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2011;0;0,00;6.826.118;9.594.678,38;0;0,00;6.826.118;9.594.678,38
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2010;0;0,00;14.236.205;19.136.819,59;0;0,00;14.236.205;19.136.819,59
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2011;0;0,00;5.668.078;7.782.685,22;0;0,00;5.668.078;7.782.685,22
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2010;0;0,00;7.416.053;10.269.891,88;0;0,00;7.416.053;10.269.891,88
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2011;0;0,00;7.314.300;10.382.343,14;0;0,00;7.314.300;10.382.343,14
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2010;0;0,00;7.299.754;11.402.226,57;0;0,00;7.299.754;11.402.226,57
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;05/2011;0;0,00;5.342.017;7.742.023,31;0;0,00;5.342.017;7.742.023,31
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;05/2010;0;0,00;6.910.499;10.647.584,10;0;0,00;6.910.499;10.647.584,10
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;04/2011;0;0,00;8.921.706;15.973.796,15;0;0,00;8.921.706;15.973.796,15
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2011;0;0,00;6.455.120;9.081.693,59;0;0,00;6.455.120;9.081.693,59
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;12/2011;0;0,00;6.125.341;9.443.526,07;0;0,00;6.125.341;9.443.526,07
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2012;0;0,00;6.108.955;9.318.885,52;0;0,00;6.108.955;9.318.885,52
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2013;0;0,00;8.087.523;15.550.604,55;0;0,00;8.087.523;15.550.604,55
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;11/2012;0;0,00;8.208.523;12.697.919,38;0;0,00;8.208.523;12.697.919,38
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;10/2012;0;0,00;8.509.066;13.936.813,01;0;0,00;8.509.066;13.936.813,01
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;09/2012;0;0,00;5.312.135;9.116.299,25;0;0,00;5.312.135;9.116.299,25
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2013;0;0,00;5.672.087;9.434.429,85;0;0,00;5.672.087;9.434.429,85
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2012;0;0,00;7.221.776;12.115.492,17;0;0,00;7.221.776;12.115.492,17
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2013;0;0,00;7.572.155;12.854.803,38;0;0,00;7.572.155;12.854.803,38
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2012;0;0,00;7.576.263;12.597.407,29;0;0,00;7.576.263;12.597.407,29
